234648438873436878996408102307592276973452323055234901016752567006844914129155500715784662116672239797643609707193333805729444784683127396212610068400396910366208490413730357127204173948399489561907667296833017221121751273365535424151211512202873464989575371340762707978048123778633745739830755837758364259632015508564890417730871819512926249504552363984171373126502538755805997092161633585998693421793803583762641137446
         20074063 function calls (20074000 primitive calls) in 10.693 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:557(parent)
        1    0.000    0.000    0.000    0.000 __init__.py:226(compile)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1231(path_stats)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        8    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:222(__init__)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:70(__init__)
        1    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       12    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 parse.py:802(_Quoter)
        6    0.000    0.000    0.000    0.000 _parser.py:252(get)
        6    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       16    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1316(create_module)
        1    0.000    0.000    0.000    0.000 parse.py:352(_fix_result_transcoding)
        8    0.000    0.000    0.000    0.000 _parser.py:247(match)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        5    0.000    0.000    0.000    0.000 _parser.py:284(tell)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 pathlib.py:36(<setcomp>)
        1    0.000    0.000    0.000    0.000 _parser.py:440(_uniq)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
        1    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
       16    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1324(exec_module)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 parse.py:341(SplitResultBytes)
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parse.py:793(__getattr__)
       13    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:37(<setcomp>)
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:574(spec_from_loader)
        5    0.000    0.000    0.000    0.000 _parser.py:158(__len__)
        1    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1639(<genexpr>)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1104(exec_module)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:944(fix_flags)
        4    0.000    0.000    0.000    0.000 _parser.py:79(groups)
        1    0.000    0.000    0.000    0.000 oof.py:10(<dictcomp>)
       11    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        3    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
        4    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1305(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:181(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1091(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1335(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 enum.py:1095(__new__)
        1    0.000    0.000    0.000    0.000 parse.py:211(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 _compiler.py:396(_simple)
        1    0.000    0.000    0.000    0.000 pathlib.py:210(_PathParents)
        2    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        2    0.000    0.000    0.000    0.000 _parser.py:170(append)
        4    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        3    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:565(has_location)
        3    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 pathlib.py:1307(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 oof.py:11(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1295(PosixPath)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:83(_Selector)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1207(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:164(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 parse.py:314(DefragResult)
        1    0.000    0.000    0.000    0.000 pathlib.py:115(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:131(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:695(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:109(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 parse.py:322(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:346(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:333(DefragResultBytes)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1015(create_module)
        1    0.000    0.000    0.000    0.000 parse.py:327(ParseResult)
        1    0.000    0.000    0.000    0.000 pathlib.py:705(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:166(__setitem__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1(<module>)


