Solution to puzzle: 1116
         8883549 function calls (8881808 primitive calls) in 11.700 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.015    0.015 defmatrix.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
      112    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
       59    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
       17    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       78    0.000    0.000    0.000    0.000 _internal.py:880(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       68    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
       88    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        1    0.000    0.000    0.008    0.008 _pickle.py:1(<module>)
       88    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 core.py:2966(__array_finalize__)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       13    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 __init__.py:335(_sanity_check)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
       21    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       42    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       16    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
      180    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 defchararray.py:1908(chararray)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       26    0.000    0.000    0.000    0.000 core.py:6832(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
       24    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       34    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
       21    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
       47    0.000    0.000    0.000    0.000 re.py:270(escape)
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
