Sys.argv: ['dijkstra.py']
Getting all possible blizzards...
Done!
Length of the heap thing : 1
n == 0
Solution to puzzle: 18
Time spent in selected location: 0.0001761913299560547
         1114743 function calls (1097859 primitive calls) in 0.991 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  406/178    0.000    0.000    0.002    0.000 copy.py:200(_deepcopy_list)
      387    0.000    0.000    0.014    0.000 artist.py:1227(set)
      382    0.000    0.000    0.001    0.000 __init__.py:89(find_spec)
      129    0.000    0.000    0.001    0.000 __init__.py:1513(_register)
       11    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
     5124    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       42    0.000    0.000    0.005    0.000 axis.py:351(_apply_params)
      317    0.000    0.000    0.001    0.000 function_base.py:465(_needs_add_docstring)
       32    0.000    0.000    0.005    0.000 colors.py:1027(from_list)
       36    0.000    0.000    0.030    0.001 axis.py:855(clear)
  447/273    0.000    0.000    0.001    0.000 transforms.py:167(_invalidate_internal)
     1118    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      245    0.000    0.000    0.003    0.000 typing.py:660(__init__)
      295    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       21    0.000    0.000    0.001    0.000 pathlib.py:321(_resolve)
      162    0.000    0.000    0.001    0.000 pathlib.py:732(__str__)
      245    0.000    0.000    0.001    0.000 sre_parse.py:355(_escape)
      213    0.000    0.000    0.000    0.000 __init__.py:192(__init__)
 1102/782    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
      387    0.000    0.000    0.014    0.000 artist.py:147(<lambda>)
     1416    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       93    0.000    0.000    0.002    0.000 typing.py:223(_remove_dups_flatten)
      661    0.000    0.000    0.026    0.000 inspect.py:2876(from_callable)
  147/123    0.000    0.000    0.269    0.002 deprecation.py:443(wrapper)
      299    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
       27    0.000    0.000    0.002    0.000 PngImagePlugin.py:702(_open)
      546    0.000    0.000    0.003    0.000 contextlib.py:112(__enter__)
      207    0.000    0.000    0.003    0.000 text.py:985(set_color)
      123    0.000    0.000    0.001    0.000 transforms.py:2054(scale)
      132    0.000    0.000    0.001    0.000 typing.py:209(_deduplicate)
     1276    0.000    0.000    0.000    0.000 typing.py:726(<genexpr>)
      685    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
     1615    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      456    0.000    0.000    0.001    0.000 artist.py:103(_stale_axes_callback)
      363    0.000    0.000    0.028    0.000 <frozen importlib._bootstrap_external>:1406(find_spec)
 1729/313    0.000    0.000    0.002    0.000 abc.py:100(__subclasscheck__)
      546    0.000    0.000    0.001    0.000 contextlib.py:242(helper)
       50    0.000    0.000    0.001    0.000 deprecation.py:457(<listcomp>)
       63    0.000    0.000    0.001    0.000 inspect.py:3082(__str__)
      249    0.000    0.000    0.001    0.000 text.py:1249(set_verticalalignment)
        1    0.000    0.000    0.000    0.000 __init__.py:3533(Text)
      204    0.000    0.000    0.014    0.000 sre_compile.py:598(_code)
       42    0.000    0.000    0.003    0.000 patches.py:742(get_patch_transform)
     1631    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       21    0.000    0.000    0.044    0.002 _backend_tk.py:812(_Button)
       51    0.000    0.000    0.003    0.000 __init__.py:3994(__init__)
      686    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       99    0.000    0.000    0.269    0.003 artist.py:126(__init_subclass__)
      473    0.000    0.000    0.001    0.000 posixpath.py:60(isabs)
      387    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
       84    0.000    0.000    0.001    0.000 axis.py:1832(_set_formatter)
       18    0.000    0.000    0.001    0.000 lines.py:656(recache)
       90    0.000    0.000    0.002    0.000 markers.py:327(_set_marker)
      317    0.000    0.000    0.001    0.000 function_base.py:483(_add_docstring)
        1    0.000    0.000    0.005    0.005 dijkstra.py:740(get_all_pos_bliz_states)
       42    0.000    0.000    0.012    0.000 ticker.py:533(set_useMathText)
      276    0.000    0.000    0.001    0.000 inspect.py:2581(replace)
      274    0.000    0.000    0.000    0.000 results.py:136(__new__)
      392    0.000    0.000    0.002    0.000 re.py:203(sub)
      475    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
     1647    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      124    0.000    0.000    0.001    0.000 font_manager.py:633(__hash__)
      186    0.000    0.000    0.001    0.000 __init__.py:101(_cnfmerge)
      598    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      213    0.000    0.000    0.001    0.000 artist.py:438(set_transform)
      310    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1082(path_stats)
     1896    0.000    0.000    0.001    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.009    0.009 numeric.py:1(<module>)
        7    0.000    0.000    0.001    0.000 enum.py:521(<listcomp>)
      310    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
  217/173    0.000    0.000    0.001    0.000 typing.py:916(__hash__)
      204    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      178    0.000    0.000    0.001    0.000 copy.py:209(_deepcopy_tuple)
      699    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
    84/72    0.000    0.000    0.001    0.000 spines.py:332(get_spine_transform)
      561    0.000    0.000    0.001    0.000 typing.py:121(_type_convert)
       48    0.000    0.000    0.001    0.000 cycler.py:364(by_key)
      605    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
  422/319    0.000    0.000    0.001    0.000 typing.py:739(__hash__)
       42    0.000    0.000    0.005    0.000 artist.py:778(set_clip_path)
       63    0.000    0.000    0.001    0.000 core.py:3783(__init__)
      538    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      135    0.000    0.000    0.001    0.000 transforms.py:2355(__init__)
      779    0.000    0.000    0.001    0.000 inspect.py:514(_is_wrapper)
      390    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:160(__exit__)
      704    0.000    0.000    0.000    0.000 __init__.py:1839(_str_equal)
       18    0.000    0.000    0.008    0.000 rcsetup.py:721(validate_cycler)
      313    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1011(__init__)
       39    0.000    0.000    0.000    0.000 typing.py:240(_flatten_literal_params)
     25/6    0.000    0.000    0.002    0.000 core.py:3816(streamline)
      556    0.000    0.000    0.001    0.000 <string>:1(<lambda>)
      129    0.000    0.000    0.004    0.000 text.py:1307(set_fontproperties)
       48    0.000    0.000    0.014    0.000 ImageTk.py:98(__init__)
      547    0.000    0.000    0.000    0.000 copyreg.py:94(__newobj__)
      315    0.000    0.000    0.001    0.000 {built-in method builtins.any}
  215/198    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      147    0.000    0.000    0.000    0.000 posixpath.py:71(join)
      180    0.000    0.000    0.001    0.000 markers.py:277(_recache)
      333    0.000    0.000    0.001    0.000 font_manager.py:1075(_expand_aliases)
      243    0.000    0.000    0.001    0.000 inspect.py:2599(__str__)
        3    0.000    0.000    0.056    0.019 _backend_tk.py:604(__init__)
      407    0.000    0.000    0.002    0.000 typing.py:456(<genexpr>)
      249    0.000    0.000    0.001    0.000 text.py:1000(set_horizontalalignment)
      538    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
      736    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     1861    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       32    0.000    0.000    0.002    0.000 colors.py:399(to_rgba_array)
       42    0.000    0.000    0.017    0.000 scale.py:103(set_default_locators_and_formatters)
       47    0.000    0.000    0.006    0.000 __init__.py:1328(_add_data_doc)
       54    0.000    0.000    0.000    0.000 __init__.py:1435(_getints)
     78/4    0.000    0.000    0.001    0.000 core.py:909(_parseCache)
      834    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      132    0.000    0.000    0.001    0.000 ast.py:419(visit_Constant)
      788    0.000    0.000    0.000    0.000 __init__.py:954(<lambda>)
       91    0.000    0.000    0.003    0.000 __init__.py:555(_get_data_path)
      213    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
      135    0.000    0.000    0.001    0.000 lines.py:1268(set_xdata)
        1    0.000    0.000    0.020    0.020 _axes.py:46(Axes)
