Skipping:
pos == (0, 0)
pos == (0, 0)
Solution to puzzle: 1001
         7448013 function calls (7445700 primitive calls) in 8.759 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6753(refer_to_array_attribute)
        1    0.000    0.000    0.006    0.006 __init__.py:6(<module>)
       19    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       48    0.000    0.000    0.000    0.000 re.py:270(escape)
        1    0.000    0.000    0.001    0.001 copy.py:1(<module>)
       98    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.006    0.006 secrets.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6527(__new__)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        3    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       82    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
        4    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       39    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      147    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
      288    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      107    0.000    0.000    0.000    0.000 re.py:188(match)
       14    0.000    0.000    0.000    0.000 core.py:8227(getdoc)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        8    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
       27    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
